,Company Name,Job Role,Salary,Job Decription,Required Exp,posted_date
1102,CONNECTING 2 WORK,Principal Engineer/ Architect,NA,"Job Description We are looking for an enthusiastic and self-motivated Technical Leads to be part of our Product development team mainly in C#, SQL Server for Oil and Gas domai...",0 - 3 yrs,2020-10-04
1103,TECHNOPARK TRIVANDRUM,Senior WordPress Developer,NA,"Together with your team, you will design individual content management software solutions and complex web applications for the digital world of tomorrow. Using modern project ...",0 - 3 yrs,2020-10-04
1104,TECHNOPARK TRIVANDRUM,Head of Marketing,NA,"Brief description :Job DescriptionCraft strategies for all marketing teams including Digital, Communications and Creative.Prepare and manage monthly, quarterly and annual budg...",8 - 10 yrs,2020-10-04
1105,TECHNOPARK TRIVANDRUM,Product Delivery & Quality Assurance Specialist,NA,"ResponsibilitiesDevelop strategies to ensure quality and on-time delivery of builds to production.Responsible for the overall coordination, evaluation and motivation of team m...",2 - 5 yrs,2020-10-04
1106,TECHNOPARK TRIVANDRUM,Software Engineer- Artificial Intelligence/ Machine Learning/ Deep Learning,NA,"Brief description :Writing reusable, testable, and efficient production code in Machine and Deep Learning pipelines for Computer VisionDesign and implementation of low-latency...",1 - 4 yrs,2020-10-04
1107,TECHNOPARK TRIVANDRUM,Machine Learning Engineer,NA,"Preferred skillsPreferred skillsAny one of the following combinations (CUDA and OpenCL (big plus!):Mobile applications development: Java, Kotlin, Tensorflow Lite, CoreMLPython...",0 - 3 yrs,2020-10-04
1108,TOONZ ANIMATION ACADEMY,2D Digital Animator,NA,"PREFERRED SKILLS/ COMPETENCIESShould possess a strong understanding of weight, locomotion, anatomy, dialogue, acting, appeal, and entertainment to bring the story to life.Expe...",3 - 6 yrs,2020-10-04
1109,menorah personnel management india pvt ltd,Data Modeler,NA,"Looking for Data Modeler Confidential 4 TrivandrumKeyskills :Snow Flake,DBA, Core Data, Data Modeler, Erwin,TioadJob Description :*Development Projects is Must(Not into Suppor...",0 - 3 yrs,2020-10-03
1110,Augusta Infotech,Thunderhead Lead / Thunderhead BCS / Thunderhead BOS,NA,"Job DescriptionHiring, Thunderhead Lead6-10 years experiences in Thunderhead technologiesThunderhead developer should have experience in Thunderhead BCS and BOSShould be well ...",6 - 10 yrs,2020-10-03
1111,Augusta Infotech,"Sales Associate - Insurance Application Software Sales, Actuarial",NA,"Job DescriptionLooking for Sales Associate with 10 yrs of exp of which min 3 yrs must be in Insurance domain. Actuarial experience and client contacts, relationships in the In...",10 - 15 yrs,2020-10-03
1112,Augusta Infotech,Vice President - Finance,NA,Job DescriptionThe VP - Finance provides both operational and programmatic support to the organization. The position supervises the finance unit and is the chief financial spo...,10 - 15 yrs,2020-10-03
1113,Augusta Infotech,Manager - Corporate Finance,NA,Job DescriptionLooking for Chartered Accountants for a Manager - Corporate Finance position in Trivandrum.The role is expected to play a supporting role within the Finance org...,5 - 8 yrs,2020-10-03
1114,LAKSH HUMAN RESOURCE,Data Analyst,NA,"Thiruvananthapuram Data Analyst Experience : 2 to 10 yrs Skills Required : Job Summary : Job Description Perks, Incentives, ESOPs & Compensation details Compensation will ...",2 - 10 yrs,2020-10-03
1115,HyreFox Consultants,Branch Manager - General Loan,NA,"Preferred Qualification: MBA/PG in Finance, Commerce or relevant subjectMinimum Qualification: GraduationCurrent Role (Preferred):Preferably a Branch Head with 2 Years experie...",2 - 5 yrs,2020-10-03
1116,HyreFox Consultants,Branch Manager - Gold Loan,NA,Qualification: Graduation (mandate); MBA/ PG (Preferred)Age Constraint: 25 to 38 YearsRequired Experience:Minimum of 2 years of experience as Branch Manager.Should have handle...,2 - 5 yrs,2020-10-03
1117,HyreFox Consultants,Area Sales Manager - Agency Channel - Gold Loan,NA,"The overall purpose of the job :Achieve Gold Loan / Business acquisition targets of assigned Area, through building an effective agency force (freelancers / DSAs). Identify an...",0 - 3 yrs,2020-10-03
1118,HyreFox Consultants,Relationship Executive,NA,Role in Brief:Customer Service & Ops; customer service and retention: Branch Operation; NTB Sourcing through referrals and outbound activities; Cross-Sell.Minimum Qualific...,2 - 5 yrs,2020-10-03
1119,CONNECTING 2 WORK,HR Manager,NA,Job Description We are looking for an HR Manager to oversee all aspects of human resources practices and processesResponsibilitiesDevelop and implement HR strategies and initi...,0 - 3 yrs,2020-10-03
1120,Augusta Infotech,Senior Sales Director - SEA,NA,"The candidate shall be responsible for securing and managing profitable customers for Usage and Revenue, Value Added and Mobility products and services in SEA. This scope of s...",10 - 13 yrs,2020-10-03
1121,Augusta Infotech,Technical Architect - C#.NET,NA,Produce high level technical designs for functionality contained within a functional specification that which are technically achievable and appropriate in terms of performanc...,8 - 15 yrs,2020-10-03
1122,Augusta Infotech,"MSBI Architect - SSIS, SSRS, SSAS, .NET, SQL",NA,Job DescriptionDiagnose and resolve development database issues.Liaising with the support and development teams at onsite.Responsible for developing complex SSIS packages &amp...,6 - 10 yrs,2020-10-03
1123,Augusta Infotech,Ecommerce - Technical Architect,NA,Job DescriptionThe purpose of the Job is to conceptualize and define the architecture of a state-of-the art real time e-commerce software Product and lead to implementation - ...,8 - 11 yrs,2020-10-03
1124,Augusta Infotech,Ecommerce - Front End Architect,NA,The purpose of the Job is to conceptualize and define the client-side architecture of a state-of-the art real time e-commerce software Product and lead to implementation which...,7 - 12 yrs,2020-10-03
1125,Augusta Infotech,"Microsoft .NET Developers/Senior Developers - NET, Asp.Net, C#, Jquery, OOPS, SQL Server 7",NA,"Job DescriptionHiring, Microsoft .NET professionals with following skillsAsp.Net, C#, Sql, MVC - All mandatory skillsYou will be responsible for design, development, testing a...",3 - 7 yrs,2020-10-03
1126,Augusta Infotech,"MSBI Architect - SSIS, SSRS, SSAS, .NET, SQL. MVC",NA,"Hiring, MS-BI Architect with .NET Integration experience.Overall 8 yrsShould have worked on MSBI Tools, SSAS, SSRS, and SSIS for 2  years.Strong experience in SQL Server 2008 ...",8 - 12 yrs,2020-10-03
1127,Augusta Infotech,".NET Engineers - C#.net, Windows Application, WPF, SQL, MVC",NA,"Job DescriptionHiring, C#.NET Windows Application Development professionals between 4 - 10yrs of experience.Strong experience in C#.NETGood knowledge of Entity Framework, WPF,...",4 - 10 yrs,2020-10-03
1128,Augusta Infotech,"Database Architect - MySQL, SQL Server",NA,"As a Database Architect, you will be responsible for database model for the SaaS platformthat will be the core of a new business. You will design the database mode, database i...",8 - 11 yrs,2020-10-03
1129,Augusta Infotech,"Level 3 ""expert"" Technology Support for Service Delivery Operations, Projects",NA,"Hiring, suitable candidates for 3rd tier expert technology support for service delivery operations and projects. Mandatory to have relevant experience in any Software Product ...",5 - 10 yrs,2020-10-03
1130,Augusta Infotech,.NET - Technical Architect / Technical Lead / Designer,NA,PositionArchitect  Dot.NetPosition SummaryThe person should be the thought leader in the architecture. He will work with the business and product leaders at all levels to driv...,10 - 13 yrs,2020-10-03
1131,Augusta Infotech,"IBM MDM Lead / MDM Services, Service Interface Design",NA,Job DescriptionHiring for a position of IBM MDM LeadJob DescriptionDesign and Developing of Enterprise solution based on project requirementReview and provide solution options...,5 - 7 yrs,2020-10-03
1132,Augusta Infotech,"Java Architect / Technical Architect Web Development, Spring, Hibernate",NA,"Hiring, Technical Architect Web Development at Trivandrum.Key Responsibilities:Produce high level technical designs for functionality contained within a functional specificati...",8 - 15 yrs,2020-10-03
1133,Augusta Infotech,Asst. Manager  Human Resources (C&B),NA,"Job DescriptionHiring for Compensation and Benefits role.Job title: Asst Manager Human ResourcesExperience: 6-8 yrs.Qualification: MBA, MSW specialized in Human resources from...",6 - 8 yrs,2020-10-03
1134,Augusta Infotech,"Bluecoat Proxies, Checkpoint Firewalls, VPN",NA,"Job DescriptionResponsible for Level 2 support for AGN Infrastructure supporting Network Security areas including Firewall, Proxy, VPN/IPS.Systems operation and maintenance of...",3 - 7 yrs,2020-10-03
1135,Augusta Infotech,Windows and Web Application Support Lead,NA,"Key Responsibilities:Design and execute whole-product source control, build, release and deploy policies to maximise quality and efficiency along the software development life...",8 - 15 yrs,2020-10-03
1136,Augusta Infotech,SQL Developer,NA,Job DescriptionLiaising with the support and development teams.Communicate the daily progress of tasks and risks to Stakeholders.Should be able to motivate team members and pr...,5 - 6 yrs,2020-10-03
1137,Augusta Infotech,DevOps with Powershell Scripting - Technical Specialist,NA,"Job DescriptionKey Responsibilities:Design and execute whole-product source control, build, release and deploy policies to maximise quality and efficiency along the software d...",8 - 15 yrs,2020-10-03
1138,Augusta Infotech,HP Arcsight Information Security Incident Management,NA,"Major ResponsibilitiesResponsible for monitoring and analyzing information security events (unauthorized use or access, fraudulent activities, data leakage, etc.), and initiat...",5 - 8 yrs,2020-10-03
1139,Augusta Infotech,"Leader, Performance Engineering",NA,"The Leader, Performance Engineering is a Senior Technical Leader who will understand the current solutions in order to create the performance engineering strategy and roadmap ...",15 - 18 yrs,2020-10-03
1140,Augusta Infotech,Application Performance Specialist,NA,"As part of the Performance Engineering Group, the Application Performance Specialist will focus on Application Performance Monitoring (APM) including profiling and tuning appl...",10 - 13 yrs,2020-10-03
1141,Augusta Infotech,"Vice President - Operations - Data Migration, Data Conversion",NA,Job DescriptionVice President - OperationsSkill/Experience requirements:10 - 15 years of experience in handling large data migration projects (from legacy to custom products/p...,10 - 15 yrs,2020-10-03
1142,Augusta Infotech,Endeca Developer with ATG Integration,NA,"Job DescriptionHiring,Endeca Developer (5 yrs) with ATG Integration experienceJoining Location - Bangalore / Trivandrum / CochinResponsibilitiesManage configuration, customiza...",8 - 11 yrs,2020-10-03
1143,Augusta Infotech,Solution Architect - Java / J2EE,NA,"Hiring, Solution Architect with following skills and experienceJob ResponsibilitiesResponsible for developing effective optimized IT solution considering the customer needs an...",8 - 15 yrs,2020-10-03
1144,Augusta Infotech,"Learning and Development, Lead",NA,Learning and Development Consultant from E-learning background with B.E/B.Tech and MBA from premium B-Schools only Responsibilities Lead L&D strategy and roadmap in line w...,8 - 11 yrs,2020-10-03
1145,Anantha Cyber Tech Pvt Limited,Automation Test Lead,NA,"Job title Automation Test Lead Designation Automation Test Lead Description * 6-8 Years experience in QA/Test Automation, OR minimum 4  in Test Automation * Should have good a...",6 - 10 yrs,2020-10-03
1146,Anantha Cyber Tech Pvt Limited,ASP.NET Developer,NA,"Job title ASP.NET Developer Designation ASP.NET Developer Description C#, ASP.NET MVC, Web API, Angular JS, Node JS, Sass/Less, Bootstrap, CSS Pre-compilers, JQuery, HTML, MS ...",3 - 6 yrs,2020-10-03
1147,Anantha Cyber Tech Pvt Limited,UI Developer,NA,"Job title UI Developer Designation UI Developer Description Html5, Css3, Angular2 and above, Node JS, Sass/Less, Bootstrap. Sub Skills: Modern tools like React/ES6 or Redux. Q...",3 - 6 yrs,2020-10-03
1148,JDC Recruitment Services,Assistant Store Manager,Rs 4.00 - 6.00 Lacs p.a.,Manage day-to-day operations of physical store locationAssist the retail store manager in planning and implementing strategies to attract customers.Coordinate daily customer s...,4 - 5 yrs,2020-10-03
1149,CANVAS27.com,Opening for Quality Assurance Engineer / QA Engineer (fresher),Rs 4.00 - 9.00 Lacs p.a.,"Candidate must possess at least a Advanced Diploma, Bachelor of Science , Bachelor of Computer Application , Bachelor of Engineering/ Technology, Master of Computer Applicatio...",1 - 6 yrs,2020-10-03
1150,CANVAS27.com,HR Executive,Rs 4.00 - 9.00 Lacs p.a.,Conduct telephonic and preliminary round of interviews.Scheduling interviews and follow up with candidatesPlanning & Execution for recruitment activitiesJoining Formalitie...,1 - 6 yrs,2020-10-03
1151,CANVAS27.com,Java and HTML - Software Developer Fresher All India,Rs 4.00 - 9.00 Lacs p.a.,"We are looking for Fresher students who are hands-on either on:1) Java (Core Java, Frameworks:SpringBoot, Hibernate) or2) HTML, CSS & Javascript (Angular would be an added...",0 - 3 yrs,2020-10-03
1152,ICON PLC,Study Start Up Associate II,NA,"Study Start Up Associate IIChennai,Bangalore,ThiruvananthapuramPermanentReference: JR067908DescriptionAt ICON, it's our people that set us apart.As a global provider of drug d...",2 - 5 yrs,2020-10-03
1153,QuEST Global Engineering Pvt Ltd,Technical Architect - Test Automation,NA,17941BRTechnical Architect - Test AutomationThiruvananthapuram (Trivandrum)KeralaIndiaJob DescriptionRoles & Responsibilities:Test Automation Architect with 12  years of e...,12 - 15 yrs,2020-10-02
